track_name,artist_name,artist_popularity,artist_genres,artist_followers,track_popularity,track_acousticness,track_danceability,track_duration_ms,track_energy,track_instrumentalness,track_loudness,track_tempo,track_valence
Someday (Maggie's),Zach Bryan,79,oklahoma country,416727,62,0.708,0.4,265579,0.363,0,-7.049,109.065,0.138
Big Energy (feat. DJ Khaled) - Remix,Latto,72,"pop, r&b, trap queen",795715,73,0.0385,0.867,181666,0.771,0,-3.688,106.021,0.715
Ya acabó - Con Becky G,Marca MP,73,"corridos tumbados, nueva musica mexicana, sierreno",1172405,76,0.762,0.612,176459,0.44,2.56E-06,-5.894,133.872,0.683
Tomorrow Me,Luke Combs,79,"contemporary country, country",6652623,70,0.144,0.54,208733,0.694,0,-4.477,146.148,0.444
Less Than Zero,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,75,0.00096,0.535,211814,0.791,0.000155,-5.55,142.981,0.5
Corinthians (Proctor's),Zach Bryan,79,oklahoma country,416727,62,0.47,0.58,231187,0.45,0,-5.475,94.483,0.373
HOLY GHOST,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,69,0.0215,0.784,170267,0.719,2.27E-05,-4.56,157.997,0.293
No Cure,Zach Bryan,79,oklahoma country,416727,62,0.0393,0.524,161769,0.736,1.81E-06,-3.683,122.215,0.375
Thought You Should Know,Morgan Wallen,84,contemporary country,3415943,68,0.489,0.537,215572,0.682,7.91E-06,-6.169,139.942,0.519
Half Grown,Zach Bryan,79,oklahoma country,416727,62,0.754,0.527,207187,0.114,2.18E-06,-12.912,74.004,0.154
Rocky Road (with Kodak Black),Moneybagg Yo,77,"hip hop, memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",2895289,68,0.00958,0.702,178948,0.639,0,-7.301,172.919,0.55
High Beams,Zach Bryan,79,oklahoma country,416727,61,0.0216,0.529,200935,0.663,1.05E-05,-4.761,150.857,0.593
Cold December,Rod Wave,75,florida rap,3240759,68,0.0589,0.646,192022,0.533,1.75E-06,-10.461,169.913,0.249
TOMBOY,(G)I-DLE,72,"k-pop, k-pop girl group",3541808,80,0.00988,0.755,174387,0.87,0,-2.414,124.032,0.645
psychofreak (feat. WILLOW),Camila Cabello,83,"dance pop, pop, post-teen pop",26802962,77,0.342,0.629,201495,0.64,1.17E-05,-7.638,179.989,0.448
I Love U,The Chainsmokers,81,"dance pop, edm, electropop, pop, pop dance, tropical house",19126536,75,0.143,0.651,185523,0.719,3.62E-05,-5.804,103.981,0.81
Morning Time,Zach Bryan,79,oklahoma country,416727,61,0.693,0.567,225969,0.293,0,-8.054,79.978,0.195
Open the Gate,Zach Bryan,79,oklahoma country,416727,62,0.00779,0.427,234772,0.606,3.80E-05,-5.014,148.977,0.531
Highway Boys,Zach Bryan,79,oklahoma country,416727,68,0.125,0.484,220035,0.362,1.39E-05,-8.989,153.911,0.299
2step (feat. Leto),Ed Sheeran,91,"pop, uk pop",97725925,64,0.273,0.73,154453,0.701,0,-5.318,94.97,0.522
Good Beer,Seaforth,57,"contemporary country, country pop",25696,70,0.302,0.702,174111,0.778,0,-4.25,91.014,0.879
This Road I Know,Zach Bryan,79,oklahoma country,416727,61,0.807,0.397,204492,0.279,0.0113,-16.974,87.955,0.397
Dub,Yeat,80,"pluggnb, rap",777203,69,0.00391,0.727,153600,0.532,0,-7.353,75.508,0.276
FEARLESS,LE SSERAFIM,68,k-pop,234821,83,0.0508,0.863,168437,0.62,0.00324,-7.167,103.971,0.432
Leave You Alone,Kane Brown,74,"black americana, contemporary country, country road",4108545,68,0.119,0.447,214239,0.538,0,-7.258,123.746,0.453
Changed On Me (feat. Vory & Polo G),Fivio Foreign,75,"brooklyn drill, hip hop, new york drill, rap, trap",941017,71,0.0277,0.6,241644,0.617,0,-6.794,145.805,0.168
Perro Abandonado,Ivan Cornejo,66,"corridos tumbados, nueva musica mexicana",273657,69,0.492,0.561,211199,0.635,1.27E-06,-8.668,147.094,0.4
Ya No Somos Ni Seremos,Christian Nodal,81,"mariachi, musica mexicana, nueva musica mexicana, ranchera",11082505,83,0.437,0.588,185723,0.452,0,-4.75,139.953,0.734
Light Switch,Charlie Puth,80,"dance pop, pop, viral pop",16205866,79,0.105,0.69,185681,0.626,0.000335,-5.693,184.009,0.912
JGL,La Adictiva Banda San José de Mesillas,71,"banda, musica mexicana, nueva musica mexicana, ranchera",4003678,80,0.55,0.702,158093,0.586,0,-5.317,112.852,0.965
MODO DEPRE :(,Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,70,0.262,0.502,199738,0.637,0,-6.029,180.149,0.328
Love Me More,Sam Smith,81,"dance pop, pop, uk pop",19549194,79,0.302,0.791,190659,0.439,1.85E-05,-5.62,85.004,0.559
Ghost Story,Carrie Underwood,71,"contemporary country, country, country dawn, oklahoma country, post-teen pop",5212886,69,0.0069,0.479,181400,0.742,0.000834,-5.587,142.909,0.454
I Hate YoungBoy,YoungBoy Never Broke Again,83,"baton rouge rap, trap",8890086,68,0.0266,0.584,261818,0.756,0,-6.245,165.269,0.728
down home,Jimmie Allen,63,"black americana, contemporary country, country",176562,69,0.01,0.584,201733,0.821,0,-3.628,146,0.571
Bam Bam (feat. Ed Sheeran),Camila Cabello,83,"dance pop, pop, post-teen pop",26802962,83,0.182,0.756,206071,0.697,0,-6.377,94.996,0.956
Party Mode,Dustin Lynch,67,"contemporary country, country, country road, modern country rock",1815984,69,0.0483,0.619,211987,0.916,4.88E-06,-2.752,114.019,0.785
Mask Off,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,3,0.0101,0.834,205693,0.438,0.0149,-8.795,150.041,0.261
Mask Off,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,4,0.0101,0.834,205693,0.438,0.0149,-8.795,150.041,0.261
Mask Off,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,2,0.0101,0.834,205693,0.438,0.0149,-8.795,150.041,0.261
Mask Off,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,3,0.0101,0.834,205693,0.438,0.0149,-8.795,150.041,0.261
HASTA LA MUERTE,Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,70,0.28,0.555,209903,0.832,0,-3.691,170.124,0.43
HOME,Mike Dimes,63,rap,108931,69,0.342,0.895,174915,0.468,0,-5.777,118.019,0.428
VOODOO (feat. Kodak Black),Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,69,0.0686,0.499,211133,0.404,1.11E-06,-9.469,77.565,0.237
WE JUS WANNA GET HIGH,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,69,0.00854,0.827,133133,0.634,0.000109,-5.54,158.98,0.609
Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,75,"edm, pop, pop dance, progressive electro house",3563935,79,0.0124,0.665,214071,0.738,0.00598,-5.931,125.037,0.0389
Waddup (feat. Polo G),PGF Nuk,56,,25661,69,0.187,0.706,181540,0.637,0,-7.261,76.062,0.289
Growing Old With You,Restless Road,55,contemporary country,75779,69,0.403,0.478,196008,0.516,0,-7.276,80.09,0.376
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,50,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,50,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
HANDSOMER,Russ,77,"hawaiian hip hop, rap",4420525,69,0.188,0.886,143415,0.651,0,-6.413,81.985,0.476
2step (feat. Potter Payper),Ed Sheeran,91,"pop, uk pop",97725925,52,0.14,0.726,153447,0.671,0,-5.402,95.053,0.552
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,50,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,50,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
2step (feat. Chefin),Ed Sheeran,91,"pop, uk pop",97725925,64,0.209,0.731,164560,0.642,0,-5.106,94.961,0.504
Ye Not Crazy,Joyner Lucas,72,"boston hip hop, hip hop, pop rap, rap",1916135,70,0.144,0.862,226759,0.547,0,-9.557,145.191,0.645
Trouble With A Heartbreak,Jason Aldean,75,"contemporary country, country, country road",5300269,69,0.23,0.582,196027,0.797,0,-4.926,135.973,0.595
Yours,Conan Gray,79,"bedroom pop, pop",5632572,74,0.848,0.523,204968,0.302,0,-8.868,130.47,0.172
2step (feat. reezy),Ed Sheeran,91,"pop, uk pop",97725925,58,0.179,0.734,153334,0.68,0,-5.096,95.06,0.499
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,38,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
2step (Star.One Remix),Ed Sheeran,91,"pop, uk pop",97725925,48,0.254,0.669,205187,0.916,0.00117,-4.961,129.956,0.54
Wandered To LA (with Justin Bieber),Juice WRLD,88,"chicago rap, melodic rap",24114636,72,0.0518,0.687,188833,0.643,3.31E-06,-4.763,135.068,0.418
2step (feat. Ellinoora),Ed Sheeran,91,"pop, uk pop",97725925,33,0.167,0.705,153373,0.741,0,-4.33,94.962,0.615
2step (feat. Ultimo),Ed Sheeran,91,"pop, uk pop",97725925,32,0.16,0.727,154160,0.69,0,-5.063,94.935,0.685
2step (feat. Antytila),Ed Sheeran,91,"pop, uk pop",97725925,28,0.235,0.506,153213,0.695,0,-5.185,93.75,0.599
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,39,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
2step (feat. Budjerah),Ed Sheeran,91,"pop, uk pop",97725925,24,0.212,0.727,153427,0.621,0,-4.784,94.958,0.565
2step (feat. Potter Payper),Ed Sheeran,91,"pop, uk pop",97725925,27,0.14,0.726,153447,0.671,0,-5.402,95.053,0.552
2step (feat. Leto),Ed Sheeran,91,"pop, uk pop",97725925,28,0.273,0.73,154453,0.701,0,-5.318,94.97,0.522
2step (feat. 1.Cuz),Ed Sheeran,91,"pop, uk pop",97725925,41,0.157,0.674,153227,0.663,0,-5.084,94.818,0.617
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,40,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
2step (feat. Denise Chaila),Ed Sheeran,91,"pop, uk pop",97725925,44,0.21,0.728,153227,0.69,0,-4.788,94.986,0.492
2step (Star.One Remix),Ed Sheeran,91,"pop, uk pop",97725925,23,0.254,0.669,205187,0.916,0.00117,-4.961,129.956,0.54
2step (feat. reezy),Ed Sheeran,91,"pop, uk pop",97725925,30,0.179,0.734,153334,0.68,0,-5.096,95.06,0.499
2step (feat. Denise Chaila),Ed Sheeran,91,"pop, uk pop",97725925,23,0.21,0.728,153227,0.69,0,-4.788,94.986,0.492
2step (feat. Quevedo),Ed Sheeran,91,"pop, uk pop",97725925,24,0.171,0.72,153254,0.709,0,-5.308,94.99,0.537
2step (feat. Chefin),Ed Sheeran,91,"pop, uk pop",97725925,27,0.209,0.731,164560,0.642,0,-5.106,94.961,0.504
Long Live Cowgirls (with Cody Johnson),Ian Munsick,61,"contemporary country, wyoming roots",80608,68,0.291,0.233,184747,0.432,0,-5.957,195.663,0.286
2step (feat. Quevedo),Ed Sheeran,91,"pop, uk pop",97725925,57,0.171,0.72,153254,0.709,0,-5.308,94.99,0.537
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,43,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
fuK u lol,CORPSE,69,"dream smp, viral rap",2165903,72,0.0231,0.722,60256,0.968,1.93E-05,-3.397,117.06,0.802
vice city,XXXTENTACION,86,"emo rap, miami hip hop",36593526,73,0.00596,0.853,220709,0.467,0.00171,-6.843,87.023,0.329
Don't Play That,King Von,75,"chicago rap, trap",1999563,69,0.0748,0.947,133613,0.605,7.54E-06,-8.621,129.988,0.656
TUS LÁGRIMAS,Mora,80,"latin, reggaeton, trap latino",457772,85,0.181,0.683,174483,0.714,1.00E-06,-4.898,173.963,0.448
Gasoline,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,73,0.000582,0.728,212166,0.741,0.00206,-7.075,123.006,0.31
State Fair,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,70,0.16,0.846,194526,0.603,0,-6.41,95.032,0.598
Sensual Bebé,Jhay Cortez,84,"latin, reggaeton, trap latino",4086473,78,0.0268,0.776,209147,0.629,0,-6.09,97.066,0.104
RUMBATÓN,Daddy Yankee,88,"latin, latin hip hop, reggaeton, trap latino",27623489,83,0.0471,0.685,248769,0.909,0,-4.034,95.004,0.922
Esta Noche,Yahritza Y Su Esencia,67,nueva musica mexicana,152573,71,0.474,0.697,189750,0.755,0,-4.568,147.964,0.623
Something in the Orange - Z&E's Version,Zach Bryan,79,oklahoma country,416727,67,0.416,0.594,254258,0.382,0,-5.432,110.237,0.223
Treat Me,Chlöe,62,,165399,71,0.0442,0.708,149866,0.793,2.62E-06,-2.518,94.005,0.503
Understand,BoyWithUke,78,,1401969,75,0.81,0.828,171947,0.658,1.06E-06,-6.19,103.051,0.917
Polaroid Love,ENHYPEN,74,"anime, k-pop boy group",3712850,80,0.458,0.738,184602,0.67,0,-3.766,138.055,0.651
Wishing Well,Juice WRLD,88,"chicago rap, melodic rap",24114636,0,0.00336,0.65,194621,0.613,0,-6.13,149.972,0.0804
off the leash! (feat. yvngxchris and Luisss),BabySantana,62,"hyperpop francais, pluggnb",216908,70,0.0651,0.658,192115,0.683,0,-8.219,144.001,0.178
U Know What's Up,4*TOWN (From Disney and Pixar’s Turning Red),66,disney,230725,72,0.0361,0.812,188893,0.52,1.22E-06,-9.796,110.046,0.488
Sigue,J Balvin,87,"latin, reggaeton, reggaeton colombiano, trap latino",34044763,81,0.0515,0.889,159387,0.641,2.75E-05,-4.494,87.99,0.588
All 4 Nothing (I'm So In Love),Lauv,77,"dance pop, electropop, pop",5034895,76,0.0557,0.714,182507,0.802,0,-5.339,132.005,0.882
Rock N Roll (feat. Kanye West & Kid Cudi),Pusha T,76,"hip hop, rap, southern hip hop, trap, underground hip hop, virginia hip hop",2455825,70,0.0526,0.687,233923,0.783,0,-4.573,156.141,0.359
556 (Green Tip),iayze,59,"plugg, pluggnb, vapor trap",49315,68,0.159,0.872,117191,0.278,0,-11.478,74.996,0.49
We Go Up (feat. Fivio Foreign),Nicki Minaj,85,"dance pop, hip pop, pop, pop rap, queens hip hop",25136498,72,0.413,0.707,255189,0.909,0,-3.501,145.014,0.703
Where you are (feat. WILLOW),PinkPantheress,70,russian plugg,1129397,72,0.0965,0.689,153706,0.872,0.000498,-4.786,134.994,0.362
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,0,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Say So,Doja Cat,88,"dance pop, pop",19072872,2,0.264,0.787,237893,0.673,3.35E-06,-4.583,110.962,0.779
Say So,Doja Cat,88,"dance pop, pop",19072872,3,0.264,0.787,237893,0.673,3.35E-06,-4.583,110.962,0.779
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,1,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Say So,Doja Cat,88,"dance pop, pop",19072872,0,0.264,0.787,237893,0.673,3.35E-06,-4.583,110.962,0.779
Say So,Doja Cat,88,"dance pop, pop",19072872,1,0.264,0.787,237893,0.673,3.35E-06,-4.583,110.962,0.779
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,1,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,0,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Say So,Doja Cat,88,"dance pop, pop",19072872,3,0.245,0.802,238093,0.522,6.93E-06,-7.794,111,0.714
Say So,Doja Cat,88,"dance pop, pop",19072872,0,0.264,0.787,237893,0.673,3.35E-06,-4.583,110.962,0.779
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,0,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,2,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,4,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,1,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Streets,Doja Cat,88,"dance pop, pop",19072872,2,0.21,0.749,226987,0.463,0.0382,-8.433,90.035,0.189
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,10,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Get Into It (Yuh),Doja Cat,88,"dance pop, pop",19072872,2,0.315,0.912,138293,0.655,3.39E-05,-6.029,91.942,0.793
Streets,Doja Cat,88,"dance pop, pop",19072872,2,0.21,0.749,226987,0.463,0.0382,-8.433,90.035,0.189
Streets,Doja Cat,88,"dance pop, pop",19072872,6,0.21,0.749,226987,0.463,0.0382,-8.433,90.035,0.189
Streets,Doja Cat,88,"dance pop, pop",19072872,4,0.21,0.749,226987,0.463,0.0382,-8.433,90.035,0.189
Feline (with Polo G & Trippie Redd),Juice WRLD,88,"chicago rap, melodic rap",24114636,70,0.0208,0.575,212204,0.619,0,-6.663,110.109,0.296
Wheelie (feat. 21 Savage),Latto,72,"pop, r&b, trap queen",795715,70,0.0313,0.911,170270,0.667,0,-6.606,147.976,0.78
Publicity Stunt,Gucci Mane,77,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",4337750,68,0.149,0.782,196658,0.557,0,-7.419,130.16,0.393
Happiest Year,Jaymes Young,74,"modern rock, pop",804320,76,0.885,0.502,228443,0.168,0,-14.061,112.881,0.355
SOLD OUT,HARDY,70,contemporary country,162215,67,0.00556,0.504,202912,0.893,1.83E-05,-4.801,145.005,0.333
LA FAMA (with The Weeknd),ROSALÍA,81,r&b en espanol,5410354,76,0.947,0.766,188107,0.295,4.44E-05,-7.893,136.016,0.805
Words (feat. Zara Larsson),Alesso,75,"dance pop, edm, electro house, pop, pop dance, tropical house",3815720,80,0.0245,0.739,142677,0.586,0.000252,-5.079,124.026,0.444
WAIT FOR U (feat. Drake & Tems),Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,70,0.314,0.463,189893,0.642,0,-4.474,83.389,0.339
Opening Sequence,TOMORROW X TOGETHER,78,"k-pop, k-pop boy group",6330236,76,0.167,0.609,177976,0.64,0,-5.61,145.199,0.442
Where Did You Go? (feat. MNEK),Jax Jones,75,"dance pop, edm, electro house, house, pop, pop dance, pop rap, tropical house, uk dance",1025206,85,0.182,0.763,177689,0.782,7.08E-06,-4.541,127.034,0.502
Shotta Flow 6,NLE Choppa,76,memphis hip hop,4646214,69,0.0194,0.859,192148,0.596,0,-7.021,140.064,0.479
Levitating - KUU Remix,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00305,0.734,250985,0.89,0.000472,-6.069,111.975,0.361
We're Good,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.0319,0.722,165507,0.588,0,-5.932,134.01,0.59
Levitating,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00883,0.702,203064,0.825,0,-3.787,102.977,0.915
Future Nostalgia,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.00618,0.875,184882,0.813,0,-4.502,114.993,0.859
New Rules - Acoustic,Dua Lipa,88,"dance pop, pop, uk pop",34116922,2,0.601,0.825,213436,0.345,0,-6.018,116.072,0.506
Garden,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.0047,0.459,227947,0.828,0,-4.005,151.497,0.419
thought i was playing,Gunna,85,"atl hip hop, melodic rap, rap, trap",4312479,69,0.00421,0.679,167840,0.73,0,-7.483,148.038,0.292
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,1,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
Nail Tech,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,2,0.0029,0.647,206385,0.581,7.76E-06,-7.678,150.149,0.113
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,2,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,91,"pop, uk pop",97725925,79,0.924,0.528,185422,0.309,2.10E-06,-7.398,133.83,0.307
Levitating - Don Diablo Remix,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.104,0.686,208000,0.917,1.44E-06,-3.06,119.979,0.387
Levitating,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.00883,0.702,203064,0.825,0,-3.787,102.977,0.915
Love Again,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00173,0.659,258004,0.667,2.85E-05,-4.668,115.982,0.468
Levitating,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00883,0.702,203064,0.825,0,-3.787,102.977,0.915
Physical,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.0281,0.66,193697,0.875,0.00158,-3.333,146.946,0.688
No Goodbyes,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.00794,0.683,216080,0.714,0,-4.924,108.982,0.304
Break My Heart,Dua Lipa,88,"dance pop, pop, uk pop",34116922,4,0.167,0.73,221820,0.729,1.39E-06,-3.434,113.011,0.467
Love Again,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00173,0.659,258004,0.667,2.85E-05,-4.668,115.982,0.468
Levitating,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00883,0.702,203064,0.825,0,-3.787,102.977,0.915
Love Again,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.00173,0.659,258004,0.667,2.85E-05,-4.668,115.982,0.468
We're Good,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.0319,0.722,165507,0.588,0,-5.932,134.01,0.59
Break My Heart - Moodymann Remix,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.022,0.772,352453,0.637,0.0353,-7.846,113.022,0.409
Levitating,Dua Lipa,88,"dance pop, pop, uk pop",34116922,2,0.00883,0.702,203064,0.825,0,-3.787,102.977,0.915
Physical,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.0281,0.66,193697,0.875,0.00158,-3.333,146.946,0.688
RUN2U,STAYC,66,"k-pop, k-pop girl group",800242,75,0.000835,0.722,213427,0.676,1.20E-05,-5.885,129.943,0.362
I Can't Help But Feel,Surfaces,71,"bedroom soul, pop",837187,70,0.328,0.722,178781,0.706,0,-4.552,114.983,0.715
up at night (feat. justin bieber),Kehlani,76,"alternative r&b, dance pop, pop, pop rap, r&b",5851015,74,0.196,0.563,182227,0.756,0,-3.852,100.012,0.234
Heavy (with Lil Uzi Vert),Nigo,66,,58096,69,0.167,0.677,200426,0.558,0,-7.681,144.485,0.384
Love Again,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00173,0.659,258004,0.667,2.85E-05,-4.668,115.982,0.468
Break My Heart - Jax Jones Midnight Snack Remix,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.00237,0.601,223227,0.947,0.306,-4.703,128.028,0.692
Future Nostalgia,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00618,0.875,184882,0.813,0,-4.502,114.993,0.859
Running,Dua Lipa,88,"dance pop, pop, uk pop",34116922,3,0.0175,0.62,221947,0.698,0,-3.739,98.002,0.321
Levitating,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00883,0.702,203064,0.825,0,-3.787,102.977,0.915
Levitating,Dua Lipa,88,"dance pop, pop, uk pop",34116922,1,0.00883,0.702,203064,0.825,0,-3.787,102.977,0.915
Good In Bed,Dua Lipa,88,"dance pop, pop, uk pop",34116922,2,0.138,0.68,218754,0.701,0.000191,-5.001,94.06,0.649
Love Again,Dua Lipa,88,"dance pop, pop, uk pop",34116922,0,0.00173,0.659,258004,0.667,2.85E-05,-4.668,115.982,0.468
ZOMBIFIED,Falling In Reverse,68,"metalcore, modern rock, rap metal, rock",2087840,70,0.000141,0.544,218521,0.911,8.89E-06,-3.681,91.033,0.558
WHATS POPPIN,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,4,0.017,0.923,139741,0.604,0,-6.671,145.062,0.824
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,2,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,1,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,1,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
Se Acabo - En Vivo,Lenin Ramírez,70,"corrido, musica mexicana, nueva musica mexicana, sierreno",1925678,74,0.515,0.593,230000,0.364,0,-7.242,83.133,0.652
Escape (feat. Hayla),Kx5,57,"edm, pop dance",15421,75,0.179,0.66,240445,0.799,0.000364,-6.934,126.08,0.148
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,2,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
Nail Tech,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0029,0.647,206385,0.581,7.76E-06,-7.678,150.149,0.113
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,1,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
WHATS POPPIN - Remix,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,2,0.0631,0.904,227478,0.723,0,-5.224,145.013,0.835
First Class,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,0,0.0254,0.905,173948,0.563,9.71E-06,-6.135,106.998,0.324
"Here We Go… Again (feat. Tyler, the Creator)",The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,71,0.345,0.469,209778,0.623,0,-4.432,134.943,0.198
